1,1,1,9:00 AM,7:00 PM
1,1,2,9:00 AM,7:00 PM
1,1,3,9:00 AM,7:00 PM
1,1,4,9:00 AM,7:00 PM
1,1,5,9:00 AM,7:00 PM
1,1,6,9:00 AM,7:00 PM
1,1,7,9:00 AM,7:00 PM
2,2,1,7:00 AM,5:00 PM
2,2,2,7:00 AM,5:00 PM
2,2,3,7:00 AM,5:00 PM
2,2,4,7:00 AM,5:00 PM
2,2,5,7:00 AM,5:00 PM
2,2,6,7:00 AM,5:00 PM
2,2,7,7:00 AM,5:00 PM
3,3,1,8:00 AM,4:00 PM
3,3,2,8:00 AM,4:00 PM
3,3,3,8:00 AM,4:00 PM
3,3,4,8:00 AM,4:00 PM
3,3,5,8:00 AM,4:00 PM
4,4,1,8:00 AM,4:00 PM
4,4,2,8:00 AM,4:00 PM
4,4,3,8:00 AM,4:00 PM
4,4,4,8:00 AM,4:00 PM
4,4,5,8:00 AM,4:00 PM
6,6,1,8:30:00 AM,1:00 PM
6,6,1,2:00 PM,4:30:00 PM
6,6,2,8:30:00 AM,1:00 PM
6,6,2,2:00 PM,4:30:00 PM
6,6,3,8:30:00 AM,1:00 PM
6,6,3,2:00 PM,4:30:00 PM
6,6,4,8:30:00 AM,1:00 PM
6,6,4,2:00 PM,4:30:00 PM
6,6,5,8:30:00 AM,1:00 PM
6,6,5,2:00 PM,4:30:00 PM
7,7,1,8:00 AM,12:00 PM
7,7,1,1:00 PM,5:00 PM
7,7,2,8:00 AM,12:00 PM
7,7,2,1:00 PM,5:00 PM
7,7,3,8:00 AM,12:00 PM
7,7,3,1:00 PM,5:00 PM
7,7,4,8:00 AM,12:00 PM
7,7,4,1:00 PM,5:00 PM
7,7,5,8:00 AM,12:00 PM
7,7,5,1:00 PM,5:00 PM
8,8,1,12:00 AM,11:59:00 PM
8,8,2,12:00 AM,11:59:00 PM
8,8,3,12:00 AM,11:59:00 PM
8,8,4,12:00 AM,11:59:00 PM
8,8,5,12:00 AM,11:59:00 PM
8,8,6,12:00 AM,11:59:00 PM
8,8,7,12:00 AM,11:59:00 PM
9,9,1,1:00 PM,5:00 PM
9,9,2,1:00 PM,5:00 PM
9,9,3,1:00 PM,5:00 PM
9,9,4,1:00 PM,5:00 PM
9,9,5,1:00 PM,5:00 PM
9,9,6,1:00 PM,5:00 PM
9,9,7,1:00 PM,5:00 PM
10,10,1,10:00 AM,2:00 PM
10,10,3,10:00 AM,2:00 PM
10,10,5,10:00 AM,2:00 PM
11,11,1,8:00 AM,7:00 PM
11,11,2,8:00 AM,7:00 PM
11,11,3,8:00 AM,7:00 PM
11,11,4,8:00 AM,7:00 PM
11,11,5,8:00 AM,7:00 PM
11,11,6,8:00 AM,7:00 PM
11,11,7,8:00 AM,7:00 PM
12,12,1,12:00 AM,11:59:00 PM
12,12,2,12:00 AM,11:59:00 PM
12,12,3,12:00 AM,11:59:00 PM
12,12,4,12:00 AM,11:59:00 PM
12,12,5,12:00 AM,11:59:00 PM
12,12,6,12:00 AM,11:59:00 PM
12,12,7,12:00 AM,11:59:00 PM
13,13,1,2:00 PM,3:00 PM
13,13,2,2:00 PM,3:00 PM
13,13,3,2:00 PM,3:00 PM
13,13,4,2:00 PM,3:00 PM
13,13,5,2:00 PM,3:00 PM
14,14,1,10:00 AM,4:00 PM
14,14,2,10:00 AM,4:00 PM
14,14,3,10:00 AM,4:00 PM
14,14,4,10:00 AM,4:00 PM
14,14,5,10:00 AM,4:00 PM
14,14,6,10:00 AM,4:00 PM
14,14,7,10:00 AM,4:00 PM
15,15,1,12:00 AM,11:59:00 PM
15,15,2,12:00 AM,11:59:00 PM
15,15,3,12:00 AM,11:59:00 PM
15,15,4,12:00 AM,11:59:00 PM
15,15,5,12:00 AM,11:59:00 PM
15,15,6,12:00 AM,11:59:00 PM
15,15,7,12:00 AM,11:59:00 PM
17,17,1,11:00 AM,5:00 PM
17,17,2,11:00 AM,5:00 PM
17,17,3,11:00 AM,5:00 PM
17,17,4,11:00 AM,5:00 PM
17,17,5,11:00 AM,5:00 PM
17,17,6,11:00 AM,5:00 PM
17,17,7,11:00 AM,5:00 PM
18,18,1,12:00 AM,11:59:00 PM
18,18,2,12:00 AM,11:59:00 PM
18,18,3,12:00 AM,11:59:00 PM
18,18,4,12:00 AM,11:59:00 PM
18,18,5,12:00 AM,11:59:00 PM
18,18,6,12:00 AM,11:59:00 PM
18,18,7,12:00 AM,11:59:00 PM
